Id,SalePrice
1461,11.6979152478
1462,11.9250371452
1463,12.09167042
1464,12.1756969963
1465,12.1495885771
1466,12.0504757119
1467,12.0560671256
1468,11.9655266784
1469,12.2144904303
1470,11.6136827357
1471,12.2130593046
1472,11.5112245035
1473,11.4560309801
1474,11.8621844234
1475,11.5716049502
1476,12.7871389082
1477,12.3774652792
1478,12.5962234679
1479,12.5518245803
1480,13.0427989305
1481,12.6345672521
1482,12.2629199063
1483,12.116489068
1484,11.9560324359
1485,12.2165576017
1486,12.2011437997
1487,12.6042145814
1488,12.3587718524
1489,12.087977084
1490,12.3100718764
1491,12.1677819225
1492,11.4111646066
1493,12.0955709852
1494,12.5330224599
1495,12.5288887861
1496,12.2774242724
1497,12.073376265
1498,11.9597196529
1499,11.9731409872
1500,11.908903246
1501,12.0179760164
1502,11.83672471
1503,12.5246339013
1504,12.3597456264
1505,12.2867694484
1506,12.1569918801
1507,12.4156241574
1508,12.2096335051
1509,11.9685529196
1510,11.829125176
1511,11.9037326623
1512,12.0461055361
1513,11.9460233368
1514,11.8927282894
1515,12.2137340856
1516,12.0117223001
1517,12.0466566605
1518,11.7951240221
1519,12.2340555179
1520,11.6732602392
1521,11.7478475717
1522,12.1456667785
1523,11.5312094244
1524,11.7942346271
1525,11.650891842
1526,11.6073104151
1527,11.55126114
1528,11.8626476427
1529,11.869051268
1530,12.0536247114
1531,11.5907071532
1532,11.5351150125
1533,11.9175765907
1534,11.7795291733
1535,11.9718634888
1536,11.627012325
1537,11.0096540881
1538,11.8730657541
1539,12.2647621966
1540,11.4314122943
1541,11.9240253739
1542,11.863182473
1543,12.1088843343
1544,11.3464328657
1545,11.6048213774
1546,11.8046947521
1547,11.8173519193
1548,11.8309527926
1549,11.6537565934
1550,11.7292936366
1551,11.685482229
1552,11.7091489518
1553,11.8910942731
1554,11.616850929
1555,12.0336247431
1556,11.3162810779
1557,11.5199109409
1558,11.4843893671
1559,11.2026843758
1560,11.8107645318
1561,11.7226205923
1562,11.7543464792
1563,11.6654272852
1564,11.9682150805
1565,11.8601162628
1566,12.416211283
1567,11.2082134226
1568,12.3021476822
1569,11.7341019514
1570,11.8982792581
1571,11.7869827338
1572,11.8737007918
1573,12.4454406122
1574,11.6667966049
1575,12.29482917
1576,12.4023778004
1577,12.1165752035
1578,11.8537518067
1579,11.8467550369
1580,12.1825943282
1581,11.970130915
1582,11.68424616
1583,12.6101243443
1584,12.2802040324
1585,11.841203523
1586,10.9703433585
1587,11.5553221071
1588,11.8775072095
1589,11.4542643463
1590,11.8707884592
1591,11.4235194314
1592,11.7291958731
1593,11.7413416869
1594,11.6819633852
1595,11.5508519051
1596,12.1940825613
1597,12.0282917887
1598,12.3040631801
1599,12.0868736391
1600,12.0619820678
1601,11.0090878417
1602,11.7045851954
1603,11.2752826239
1604,12.4585433533
1605,12.4484602384
1606,12.0500981043
1607,12.0782400402
1608,12.3219484325
1609,12.0880989066
1610,11.9101839773
1611,11.9069122496
1612,12.0401092417
1613,12.0226430626
1614,11.7376583058
1615,11.4708131766
1616,11.2914867472
1617,11.4565754616
1618,11.6902806072
1619,11.8248737744
1620,11.9148688147
1621,11.8761771547
1622,11.8027880486
1623,12.4686606816
1624,12.2970779839
1625,11.6863153702
1626,12.049018933
1627,12.1561536445
1628,12.5170664023
1629,12.1115940941
1630,12.6994313369
1631,12.2911392475
1632,12.4055114255
1633,12.0881194773
1634,12.1320447918
1635,12.0877444894
1636,11.917752734
1637,12.21085123
1638,12.1588766004
1639,12.1575248934
1640,12.4759168179
1641,12.1427457378
1642,12.3965127158
1643,12.2793735729
1644,12.3490525119
1645,12.2283128817
1646,11.9687556775
1647,12.0253033049
1648,11.7449912064
1649,11.8460785372
1650,11.5337675245
1651,11.676659168
1652,11.5124317232
1653,11.5433998334
1654,11.8548337079
1655,11.7740625615
1656,11.8038400159
1657,11.8665132126
1658,11.8389935457
1659,11.6076445792
1660,11.9273743498
1661,13.0403855952
1662,12.8469242449
1663,12.8782793382
1664,13.1827897341
1665,12.6656489839
1666,12.6287401989
1667,12.8125000759
1668,12.783316021
1669,12.6385565721
1670,12.80974558
1671,12.4438121901
1672,12.9101486905
1673,12.549849609
1674,12.3790526781
1675,12.1798234342
1676,12.19087484
1677,12.3188741558
1678,13.0367437799
1679,12.7884819236
1680,12.7200317528
1681,12.4439614083
1682,12.5734169475
1683,12.1001797035
1684,12.141790966
1685,12.0668684123
1686,12.0242670391
1687,12.094185115
1688,12.1612278151
1689,12.1763317639
1690,12.2122501318
1691,12.149145596
1692,12.5082321756
1693,12.1088823393
1694,12.0978089316
1695,12.0227394846
1696,12.546561906
1697,12.0492402914
1698,12.6842227256
1699,12.5831067184
1700,12.38919301
1701,12.5014834377
1702,12.424252046
1703,12.4016513839
1704,12.5329538875
1705,12.3696408925
1706,12.9944417425
1707,12.1498943557
1708,12.1427975001
1709,12.4649155837
1710,12.291434624
1711,12.4882606211
1712,12.360221049
1713,12.4889028535
1714,12.2834665719
1715,12.211507229
1716,12.1354216332
1717,12.1009561659
1718,11.8476830681
1719,12.2333023541
1720,12.346012221
1721,12.0830550144
1722,11.8299830654
1723,12.0250244779
1724,12.1852402971
1725,12.3604591588
1726,12.1369594168
1727,11.9656246358
1728,12.1599947343
1729,11.9946952177
1730,11.9649622618
1731,11.6880607665
1732,11.7218203297
1733,11.5772487064
1734,11.6928594733
1735,11.8002755066
1736,11.5692963301
1737,12.5064577857
1738,12.3865878286
1739,12.3746379186
1740,12.2160197035
1741,12.1507069955
1742,12.0034901799
1743,12.0601955982
1744,12.7006770856
1745,12.2918101001
1746,12.2006449814
1747,12.3437095306
1748,12.3112473911
1749,11.8889882818
1750,11.7489998254
1751,12.4889482855
1752,11.6025526767
1753,11.9113562032
1754,12.1520452741
1755,12.0620121746
1756,11.6976604225
1757,11.6602121705
1758,11.8636383684
1759,12.0348917305
1760,11.9941046342
1761,11.9299471637
1762,12.0401311267
1763,12.1444404229
1764,11.6279096473
1765,12.1165296326
1766,12.122643925
1767,12.3424956721
1768,11.8173459744
1769,12.0802183193
1770,11.9402834888
1771,11.6512677833
1772,11.8455208259
1773,11.727560522
1774,11.8482755966
1775,11.8131468319
1776,11.7692110526
1777,11.5938482676
1778,11.8566527692
1779,11.6405726843
1780,12.1227253941
1781,11.7274025901
1782,11.2747899607
1783,11.8382643094
1784,11.5410393089
1785,11.6794687891
1786,11.7995136698
1787,12.0783134771
1788,10.9871410509
1789,11.4168096501
1790,11.1836583942
1791,12.1108948469
1792,12.0217274053
1793,11.7680438115
1794,11.9635991195
1795,11.8489374921
1796,11.7904027782
1797,11.6362150764
1798,11.6143833581
1799,11.5374605334
1800,11.7451087751
1801,11.7121313258
1802,11.8800052516
1803,11.8723394279
1804,11.8408560997
1805,11.8239209488
1806,11.7529460474
1807,11.7518872038
1808,11.7451592121
1809,11.7458457966
1810,11.7990415904
1811,11.59505448
1812,11.4488728784
1813,11.6822002796
1814,11.3949941684
1815,10.8100245253
1816,11.5553391256
1817,11.5637588278
1818,11.9662631159
1819,11.7079736074
1820,11.0483693457
1821,11.7219040644
1822,11.8849584776
1823,10.9065675191
1824,11.7034993115
1825,11.7966492795
1826,11.5056144536
1827,11.4560921596
1828,11.7977171772
1829,11.7348332248
1830,11.8400028797
1831,11.9076383734
1832,11.2049917952
1833,11.9011799205
1834,11.7569790814
1835,11.6866828273
1836,11.7297607116
1837,11.3355897662
1838,11.8429014479
1839,11.5131714574
1840,11.9083782256
1841,11.7893459596
1842,11.3361304755
1843,11.7129644588
1844,11.8145810713
1845,11.8276917801
1846,11.9448794921
1847,12.0405415019
1848,10.827649164
1849,11.6608560546
1850,11.6743415149
1851,12.0266468379
1852,11.7517532752
1853,11.7339216538
1854,12.1181400864
1855,12.0093297496
1856,12.3338643875
1857,11.907484053
1858,11.8141177616
1859,11.682964675
1860,11.9284848284
1861,11.6919361165
1862,12.6276121252
1863,12.5831740052
1864,12.5836015755
1865,12.8219880331
1866,12.763316984
1867,12.3338849829
1868,12.5943995367
1869,12.2539374667
1870,12.3400743977
1871,12.4244611067
1872,12.0721758459
1873,12.3591388126
1874,11.917035985
1875,12.2436181765
1876,12.1906031826
1877,12.263755444
1878,12.2412364426
1879,11.6862879677
1880,11.7526000852
1881,12.4469394086
1882,12.411850184
1883,12.1463711174
1884,12.2493506996
1885,12.4172495479
1886,12.5348189608
1887,12.2838164172
1888,12.4985355328
1889,12.0667604774
1890,11.6593849396
1891,11.9092495001
1892,11.4937232296
1893,11.734792467
1894,11.7083747188
1895,11.8533453152
1896,11.7555708141
1897,11.5658508183
1898,11.6568068333
1899,11.924228812
1900,11.8183468442
1901,11.935266742
1902,11.8261313943
1903,12.1917002338
1904,11.771729683
1905,12.153181689
1906,11.8903551784
1907,12.3310643479
1908,11.5647563072
1909,11.7651809101
1910,11.6744451145
1911,12.2129538294
1912,12.6946216205
1913,11.8626744093
1914,11.0462612621
1915,12.5867824964
1916,10.8792335038
1917,12.4601721085
1918,11.8682163137
1919,12.1895869584
1920,12.0475674836
1921,12.8934385647
